@id,@type,station,timestamp,rawMessage,textDescription,icon,presentWeather,elevation_value,temperature_value,dewpoint_value,windDirection_value,windSpeed_value,windGust_value,barometricPressure_value,seaLevelPressure_value,visibility_value,maxTemperatureLast24Hours_value,minTemperatureLast24Hours_value,precipitationLastHour_value,precipitationLast3Hours_value,precipitationLast6Hours_value,relativeHumidity_value,windChill_value,heatIndex_value,cloudLayers_value
https://api.weather.gov/stations/KLGA/observations/2024-05-07T14:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-07T14:51:00+00:00,KLGA 071451Z 06006KT 10SM FEW250 22/06 A2981 RMK AO2 SLP095 T02170061 56002,,,[],9,21.7,6.1,60.0,11.16,,100950.0,100950.0,16090,,,,,,36.307797793417,,20.873592497939445,
https://api.weather.gov/stations/KLGA/observations/2024-05-11T11:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-11T11:51:00+00:00,KLGA 111151Z 04007KT 10SM FEW010 12/06 A2985 RMK AO2 SLP108 70001 T01170061 10117 20094 53005,Mostly Clear,https://api.weather.gov/icons/land/day/few?size=medium,[],9,11.7,6.1,40.0,12.96,,101080.0,101080.0,16090,,,,,,68.525286256056,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-14T08:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-14T08:51:00+00:00,KLGA 140851Z 16005KT 10SM SCT250 13/09 A2999 RMK AO2 SLP156 T01280089 58010 $,Partly Cloudy,https://api.weather.gov/icons/land/night/sct?size=medium,[],9,12.8,8.9,160.0,9.36,,101560.0,101560.0,16090,,,,,,77.168206621341,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-09T20:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-09T20:51:00+00:00,KLGA 092051Z 06009KT 10SM FEW050 BKN150 BKN250 19/06 A2972 RMK AO2 SLP063 T01940056 55009 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,19.4,5.6,60.0,16.56,,100640.0,100630.0,16090,,,,,,40.417401328958,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T11:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T11:51:00+00:00,KLGA 081151Z 18008G14KT 10SM VCTS FEW039 SCT060 BKN070 18/15 A2963 RMK AO2 LTG DSNT SW-NW RAE03 TSE49 SLP033 P0001 60001 70001 T01780150 10194 20167 58006 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,17.8,15.0,180.0,14.76,,100340.0,100330.0,16090,,,0.0,,0.0,83.677642887507,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-12T05:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-12T05:51:00+00:00,KLGA 120551Z 18007KT 10SM -RA SCT025 OVC055 11/04 A2986 RMK AO2 RAB51 SLP111 P0000 60000 T01060039 10111 20106 58006,Light Rain,https://api.weather.gov/icons/land/night/rain?size=medium,"[{'intensity': 'light', 'modifier': None, 'weather': 'rain', 'rawString': '-RA'}]",9,10.6,3.9,180.0,12.96,,101120.0,101110.0,16090,,,0.0,,0.0,63.240936158413,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-07T18:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-07T18:51:00+00:00,KLGA 071851Z VRB03KT 10SM FEW080 26/07 A2972 RMK AO2 SLP065 T02560067 /,Mostly Clear,https://api.weather.gov/icons/land/day/few?size=medium,[],9,25.6,6.7,,5.4,,100640.0,100650.0,16090,,,,,,29.917415472135,,24.996732515105556,
https://api.weather.gov/stations/KLGA/observations/2024-05-13T10:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-13T10:51:00+00:00,KLGA 131051Z 00000KT 10SM FEW009 SCT015 SCT250 11/08 A3005 RMK AO2 SLP177 T01110078,Partly Cloudy,https://api.weather.gov/icons/land/day/sct?size=medium,[],9,11.1,7.8,0.0,0.0,,101760.0,101770.0,16090,,,,,,80.112078202727,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-07T20:08:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-07T20:08:00+00:00,KLGA 072008Z 15011G18KT 10SM FEW080 26/07 A2969 RMK AO2 T02610067 $,Mostly Clear,https://api.weather.gov/icons/land/day/few?size=medium,[],9,26.1,6.7,150.0,20.52,,100540.0,,16090,,,,,,29.044171945946,,25.52393115636611,
https://api.weather.gov/stations/KLGA/observations/2024-05-10T20:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-10T20:51:00+00:00,KLGA 102051Z 07009KT 10SM -RA FEW026 OVC050 12/04 A2979 RMK AO2 RAB24 SLP088 P0000 60000 T01170044 53005,Light Rain,https://api.weather.gov/icons/land/day/rain?size=medium,"[{'intensity': 'light', 'modifier': None, 'weather': 'rain', 'rawString': '-RA'}]",9,11.7,4.4,70.0,16.56,,100880.0,100880.0,16090,,,0.0,0.0,,60.890529422424,,,
